7B68CD9F - 58.85 (104)
71F42022 - 79.22 (105)
26B41F78 - 62.91 (105)
F2B3A4CF - 31.89 (108)
C4849E62 - 100.96 (110)
4969E047 - 40.36 (110)
A59128F7 - 33.63 (111)
4C93E97B - 99.98 (111)
AEF147EA - 29.71 (111)
961C8147 - 72.66 (114)
6460432F - 5.22 (115)
ADC063A4 - 57.35 (117)
281629FA - 55.16 (117)
270E33A7 - 69.88 (117)
76DB9461 - 34.4 (122)
45956A0E - 86.95 (123)
F7F63141 - 11.28 (124)
14CEEA56 - 55.15 (124)
235BFE0C - 42.16 (125)
9982286F - 2.91 (126)
BADEADB8 - 47.95 (127)
30189686 - 76.82 (133)
ED827231 - 92.21 (134)
DADC1C84 - 100.49 (135)
1FBCAB29 - 13.26 (136)
5F9CB1E0 - 73.51 (136)
F34C7101 - 27.06 (137)
4B8E1974 - 80.22 (137)
0B2B6C76 - 29.49 (138)
0F9F3CD8 - 42.2 (141)
F9603D0B - 87.45 (143)
C6938685 - 38.26 (144)
ABB584E2 - 38.31 (146)
4DB3C79F - 25.53 (146)
61D73604 - 11.35 (147)
94DCF100 - 18.64 (148)
B993DF14 - 9.8 (151)
F2814257 - 74.5 (151)
123FB6A5 - 99.95 (153)
C4C34B88 - 59.45 (153)
6B3FE585 - 18.68 (155)
979463C0 - 89.08 (156)
0CEE1079 - 79.06 (157)
C2E2B984 - 65.08 (157)
38B1C5F1 - 4.38 (157)
EAAC0E51 - 12.45 (158)
861D5F8F - 23.63 (158)
CF4279C2 - 80.09 (159)
A342F8C1 - 32.85 (162)
5F34529D - 32.2 (162)
C71527CA - 69.26 (162)
C6C6113C - 44.7 (164)
85A987FE - 54.54 (164)
97729049 - 8.83 (166)
72F8B867 - 20.08 (167)
42C7D4BC - 71.75 (168)
5F0040CD - 65.58 (170)
4ABF8FFC - 47.96 (171)
02D8291D - 86.15 (172)
AEE870DF - 42.22 (172)
1E848F3E - 65.71 (173)
309CE0F5 - 55.89 (175)
E122FDAF - 90.45 (175)
8A3ACBB9 - 98.34 (177)
011EC775 - 21.98 (177)
44E93EFF - 99.93 (177)
24233211 - 2.98 (178)
8DE937F7 - 57.58 (182)
5333AD90 - 84.05 (183)
C102FE73 - 2.7 (183)
34BF1260 - 59.61 (186)
FBDA0A8A - 74.4 (187)
FAA23B99 - 3.21 (188)
8A186E5F - 84.38 (188)
0DB63A92 - 3.63 (189)
A8B9D9A4 - 14.47 (190)
EAE46B8C - 18.63 (191)
E5D2D468 - 25.25 (193)
A04C6EB8 - 8.14 (193)
03ABF141 - 18.72 (194)
CE2E3D2A - 71.59 (197)
61718736 - 72.8 (199)
76C3FEB4 - 44.5 (199)
6ECE63A7 - 92.78 (199)
30F5B4DB - 70.21 (200)
1B501706 - 70.23 (201)
0148739F - 78.12 (202)
9BB86096 - 71.92 (204)
A13DF008 - 40.25 (205)
C9E16FB2 - 40.97 (205)
E70D5E6C - 9.4 (206)
0DAA889E - 61.65 (206)
0418B7BB - 38.84 (208)
FF13AE4E - 97.13 (209)
581C6F79 - 31.93 (209)
0C1F20E2 - 37.57 (210)
14964E9B - 15.01 (211)
6890BD55 - 61.36 (213)
B5830457 - 47.07 (215)
162C6EAC - 78.24 (215)
BF65207B - 19.17 (216)
9D21C688 - 54.8 (216)
2132BE15 - 47.18 (216)
D5BA3FD4 - 74.59 (216)
ABAC4E3D - 52.8 (217)
76063D13 - 29.77 (217)
D046A543 - 95.4 (217)
7F3E58A9 - 6.22 (220)
0E1405A6 - 51.91 (222)
0188B631 - 24.53 (223)
38BDBF4A - 14.41 (223)
80418890 - 98.51 (225)
65B813D0 - 57.62 (226)
379D3D72 - 82.61 (228)
226D9E68 - 29.4 (229)
6DE2622E - 7.96 (230)
DCD84D44 - 9.28 (230)
5B176FCC - 47.72 (230)
0F0D529C - 14.24 (231)
5E0CE756 - 98.93 (231)
DDD816CC - 76.59 (231)
70B2479D - 20.4 (233)
3905E4E3 - 17.79 (233)
57475CF8 - 73.52 (233)
C02EC6D0 - 26.56 (234)
1D3F56F1 - 72.27 (235)
FA84DB2A - 52.0 (239)
EA751387 - 29.73 (239)
E6EA34AA - 63.15 (241)
4929107E - 41.75 (243)
E79AF9CA - 3.59 (246)
03248A85 - 96.81 (250)
8C0E53A9 - 93.84 (250)
A0C3F1A8 - 48.26 (251)
E9AA4108 - 78.2 (252)
CF47A5FD - 11.8 (256)
B3D3DA48 - 92.83 (256)
CA80A8B7 - 28.65 (257)
8B867368 - 36.89 (258)
C5FDE613 - 16.79 (259)
078FCB33 - 87.36 (259)
018A02EB - 60.56 (260)
EA96F830 - 80.64 (260)
D70C6783 - 51.51 (260)
BDF5CAD2 - 93.34 (260)
9B78F20F - 52.96 (262)
8872747C - 15.84 (263)
6B5AA0B6 - 50.38 (266)
93ADD058 - 60.92 (266)
404E26D5 - 40.11 (267)
467D0420 - 70.51 (267)
862EBBFB - 27.13 (269)
3C0B38B1 - 20.91 (270)
FB360B71 - 93.62 (272)
59014388 - 31.41 (273)
A9F393BC - 77.55 (276)
A0E2AB3B - 85.52 (277)
5B1D6E5E - 33.32 (278)
7DFFFC5F - 34.42 (280)
EC1AA2E3 - 41.9 (280)
D44B6C37 - 91.23 (281)
E0EB411F - 33.12 (282)
E64C1979 - 67.54 (284)
A1E6E1A1 - 39.58 (284)
B9DC4B2F - 76.28 (284)
2755486E - 32.91 (285)
67D4D418 - 95.34 (286)
93140D93 - 18.58 (288)
17284A69 - 11.13 (288)
013BCDC1 - 88.14 (289)
8D263617 - 52.99 (289)
4FCE72AB - 74.81 (290)
AD1A94BF - 77.27 (291)
7592A626 - 12.69 (291)
22936BC5 - 14.37 (291)
6CC9F8C6 - 9.64 (293)
90F1E2EF - 37.22 (293)
746DFBCE - 76.02 (293)
9D33F122 - 3.73 (294)
E0021DD6 - 66.37 (296)
577F378C - 20.18 (297)
B3FCFB64 - 92.52 (298)
A7CA43E3 - 67.13 (299)
FBB787B3 - 24.63 (302)
2C94D45D - 55.42 (303)
22A514C8 - 49.13 (303)
FBB6EFBF - 29.45 (303)
565FB881 - 13.34 (303)
045B504A - 79.0 (305)
B7932DA0 - 19.37 (308)
1AF1BF7C - 52.35 (309)
A316418F - 74.56 (310)
3FBA8AEC - 57.61 (311)
89205C58 - 13.25 (313)
4761ABC9 - 32.43 (314)
4A14FD0A - 39.62 (315)
3CCD9801 - 34.22 (317)
799AD8BA - 18.86 (317)
78AACCE8 - 55.46 (318)
F103BD18 - 94.94 (321)
6ADB7820 - 96.21 (322)
788EE99E - 94.4 (323)
80AA8862 - 96.75 (323)
876D96D4 - 85.19 (323)
5611588A - 100.19 (325)
73EF4AF5 - 41.49 (325)
A8C28D07 - 81.93 (327)
555F1BA3 - 32.44 (331)
C3998B90 - 14.77 (334)
A61FF305 - 56.43 (335)
32F766CE - 83.79 (335)
F208F845 - 61.25 (335)
A65240B6 - 29.08 (337)
130174B2 - 21.69 (338)
D0539E06 - 80.64 (338)
05E5D813 - 40.18 (338)
B73B5119 - 94.07 (339)
DAA7BE8D - 37.01 (340)
BE37C1D0 - 53.86 (341)
BE69A7A7 - 95.37 (343)
7AC5C1E2 - 47.57 (344)
1A5CA73D - 89.69 (344)
979F29BD - 91.12 (344)
9EFD8AA8 - 31.89 (345)
0A0BBF3B - 5.71 (345)
E9684703 - 86.89 (345)
8116D4A3 - 56.88 (348)
7CCF6650 - 74.79 (349)
C82EAEA5 - 68.75 (349)
7C786567 - 40.87 (349)
6B6630C5 - 85.11 (349)
EE70D9A4 - 45.45 (350)
910F9CAB - 39.65 (352)
AC441AE6 - 75.32 (352)
C51B6FE9 - 18.71 (353)
B7620ECB - 96.55 (354)
58A0FDA6 - 23.67 (354)
338DDCB4 - 60.69 (355)
142AFCD9 - 51.9 (358)
5A4218DF - 15.23 (358)
64237599 - 70.6 (358)
EB0FF7F0 - 43.79 (360)
6062574B - 38.4 (362)
E5E4A708 - 89.86 (362)
22319C52 - 80.23 (363)
1B1CAAD1 - 62.31 (364)
E36D75F1 - 31.43 (366)
65A16BEA - 54.14 (367)
E84F5F57 - 13.53 (368)
596A0F3C - 70.44 (369)
553B51AB - 42.61 (371)
65681E54 - 77.08 (372)
E2E8654F - 25.61 (373)
3DBD5623 - 81.79 (375)
09DE749F - 90.17 (376)
BAD73461 - 67.69 (376)
0189C73F - 29.95 (377)
520E91F8 - 44.63 (380)
6BFDDD07 - 20.7 (380)
0E712028 - 72.2 (381)
3AE06C91 - 90.72 (382)
F688ECEC - 81.1 (382)
3BEB37AC - 17.54 (384)
A066427D - 39.24 (388)
7A2AEEFE - 40.65 (388)
107F8636 - 50.73 (389)
AF984072 - 47.76 (392)
49D5B4C3 - 58.2 (392)
CFF637FA - 30.92 (392)
0B876670 - 60.18 (394)
6E7D0C2D - 3.04 (395)
3E395DD9 - 41.16 (395)
D07428B6 - 92.99 (396)
83299C5A - 55.89 (396)
A781EE3A - 67.74 (397)
085D26F4 - 62.65 (399)
4EC1E2C8 - 62.75 (400)
48C7C6A4 - 24.38 (401)
8DBDA6F0 - 23.74 (402)
EC8772B3 - 19.94 (403)
A1FD5828 - 23.04 (403)
7B6066D1 - 39.71 (403)
0B5F64B2 - 82.46 (405)
CE365DF1 - 44.37 (406)
C073FAA6 - 13.46 (407)
6165E809 - 34.76 (407)
8E70DC8E - 31.19 (408)
96072BE3 - 3.3 (408)
2F4A6445 - 62.13 (412)
258EA0CF - 22.96 (412)
28CFDFFD - 92.22 (412)
600BD117 - 54.14 (415)
4D04442D - 42.34 (415)
E9EA19BF - 73.34 (415)
F73BAF32 - 31.69 (416)
DA8BBDFA - 87.65 (417)
41B5946C - 61.37 (417)
2B85CC82 - 27.76 (418)
52074301 - 11.57 (418)
448CC2E4 - 43.19 (419)
086163A2 - 16.55 (421)
F3062EBC - 69.68 (421)
315C9E1D - 74.25 (422)
EDB981ED - 77.8 (422)
0AC36BCE - 81.37 (425)
7D496B37 - 9.54 (427)
5B6CF83A - 78.66 (427)
5F0C82AE - 75.54 (428)
18E71FC9 - 79.74 (428)
6F54A09C - 40.18 (429)
EFECAFF9 - 92.34 (429)
D5FE7BCE - 74.63 (430)
94EE8C2F - 78.18 (431)
D6DA8CD8 - 84.13 (432)
D5354E18 - 22.5 (435)
71ADEE7C - 36.06 (435)
345F78B8 - 3.18 (436)
A95AB047 - 32.7 (437)
1DE0E721 - 57.5 (437)
229E4C82 - 92.83 (438)
8C148E40 - 64.97 (439)
BA40FF13 - 28.9 (440)
1017F89C - 38.83 (442)
807A3C55 - 10.96 (442)
B0B3991D - 90.74 (443)
F1B95290 - 24.9 (447)
19E07863 - 80.5 (450)
2D687793 - 82.04 (450)
0FFC5D84 - 71.61 (450)
4EAD2672 - 22.31 (452)
DBEDE212 - 95.02 (452)
9B031FA9 - 89.33 (453)
DF6F6589 - 78.3 (454)
D590B992 - 83.45 (454)
69A4424C - 20.55 (455)
2A05EDB4 - 52.16 (455)
B11677F7 - 71.35 (455)
8E03D5BF - 35.04 (457)
05C2BF48 - 18.24 (458)
66C571AB - 79.5 (458)
DE6238EA - 85.41 (458)
7445B655 - 36.83 (459)
D40BC085 - 9.95 (459)
D24FD2E8 - 90.37 (460)
C30A2751 - 65.4 (460)
0006D051 - 45.52 (461)
2D4C8CD1 - 83.21 (463)
7F69541C - 5.25 (463)
875E62BE - 6.08 (465)
8E619AA8 - 27.55 (465)
0871A8D4 - 60.75 (465)
4ECAD937 - 77.3 (465)
A595AFF2 - 84.02 (467)
9BB25647 - 49.94 (469)
25432033 - 99.6 (470)
0E1911FB - 72.15 (471)
3C8B3F73 - 58.82 (472)
077C86CE - 87.2 (472)
3685F114 - 52.04 (475)
5D540732 - 17.45 (476)
1B7DDE86 - 58.31 (477)
8BFBA03B - 74.77 (477)
1D0025D7 - 76.81 (478)
AB2CB5B3 - 64.47 (478)
53A2DFB2 - 37.57 (479)
84E77C6D - 17.16 (479)
285CDFB2 - 78.78 (480)
E20E9371 - 73.98 (480)
B64D165C - 44.88 (482)
90121BF9 - 21.21 (485)
4927E69C - 93.27 (487)
DC031C94 - 43.87 (489)
AE675737 - 67.7 (490)
D98AE0E3 - 27.63 (491)
50CA1812 - 73.74 (493)
2B4378ED - 25.93 (494)
3D17D3AB - 29.05 (495)
2EDF2C37 - 54.58 (495)
B6FAE398 - 89.21 (495)
1B0AC5EE - 38.68 (496)
75C62FCB - 57.25 (497)
8C91C395 - 59.97 (498)
5FA47AD0 - 48.9 (498)
064CCED7 - 98.77 (499)
803856AA - 88.62 (499)
B906D6BE - 88.01 (500)
85A1E7AA - 4.86 (501)
FA49086D - 71.83 (502)
49F9A1B7 - 83.96 (502)
15ACA72D - 82.87 (502)
48D1CCCE - 43.15 (505)
23B8EB65 - 5.34 (505)
D06DC9C5 - 17.49 (507)
16444AFE - 8.69 (509)
5AA71B9E - 60.34 (510)
F38BDA52 - 28.11 (510)
6A905373 - 60.07 (511)
4D8AA9A3 - 98.17 (512)
3EED564E - 11.53 (512)
1D50FFC2 - 67.74 (514)
60C1203A - 93.32 (516)
12182251 - 10.53 (520)
4277F76F - 22.32 (521)
C784D790 - 35.32 (522)
C01FEBA2 - 2.24 (522)
DEA98101 - 15.97 (523)
9E2BF2F0 - 54.02 (523)
35239307 - 31.44 (524)
1A317F4F - 52.47 (525)
3668C750 - 87.32 (525)
FDD1EB0D - 28.1 (526)
E6CF6C26 - 84.2 (526)
C266B3A8 - 64.07 (526)
068A1529 - 12.81 (527)
FF7DC34E - 74.63 (529)
A858A136 - 62.1 (532)
6DB4D9A0 - 37.46 (532)
809E19EE - 26.86 (532)
7D61DADC - 68.77 (532)
83C4EA26 - 100.81 (532)
22B268F8 - 41.62 (533)
E396E896 - 58.19 (540)
69A609B3 - 51.61 (541)
8439CF4B - 89.57 (541)
B8B3E783 - 22.98 (542)
4DA14E13 - 90.35 (542)
CB9397BD - 86.33 (545)
7444DED3 - 99.11 (545)
12AA3EC4 - 57.07 (548)
7174C8CD - 95.24 (549)
4B267499 - 23.45 (549)
A9877EB1 - 75.76 (550)
7C498902 - 93.09 (550)
D97D3562 - 61.53 (550)
94FD56BC - 26.03 (552)
EFC8F905 - 36.04 (552)
349D491A - 46.33 (553)
36C9B5C2 - 32.67 (553)
4DBAF7EF - 93.96 (553)
57BE0071 - 34.81 (554)
A6056EFA - 7.35 (555)
35669B63 - 27.67 (555)
FFB4BCBC - 28.87 (555)
415BF7B3 - 18.94 (556)
FA1E5FE0 - 16.85 (558)
8E77C5D5 - 20.36 (558)
2082A06E - 42.97 (558)
6C85F62B - 62.76 (558)
7DB15438 - 3.1 (560)
912827C4 - 6.37 (560)
4670DF1F - 96.32 (561)
903D6413 - 81.37 (562)
BD559031 - 10.5 (562)
78782D6E - 1.54 (562)
47D5E20C - 21.31 (563)
BAF28E50 - 45.24 (563)
90380184 - 13.05 (564)
3A9E6CA0 - 87.98 (565)
7A16CC13 - 66.09 (567)
4CD648CD - 100.69 (568)
0C56198C - 20.26 (569)
A03792DC - 88.86 (570)
D0E3C14F - 65.3 (571)
EE0EE3EC - 29.84 (572)
A13AF5C2 - 14.88 (578)
5F358FC5 - 42.52 (579)
E8875A0F - 77.15 (581)
491FDFBA - 91.82 (581)
CA403662 - 93.3 (582)
315D9868 - 75.5 (583)
B9834DEC - 34.13 (583)
DD4E4052 - 93.53 (584)
7DF5550B - 93.93 (585)
C5D22731 - 15.94 (585)
89CB5EB5 - 42.7 (586)
2D5950AA - 3.24 (586)
28CE3C60 - 54.52 (587)
7DFE66A5 - 71.06 (587)
563B7708 - 6.57 (588)
50CF8729 - 68.69 (588)
C7D60D15 - 89.73 (591)
C0F785B9 - 20.54 (591)
4F752AFE - 71.44 (593)
22796AC9 - 2.56 (593)
28A52D34 - 40.55 (593)
C4746C44 - 19.63 (594)
E27EF030 - 4.77 (596)
0F4AF888 - 9.77 (596)
F2119947 - 82.23 (597)
85452376 - 63.58 (598)
FB484E96 - 53.77 (598)
EA06BFE5 - 14.57 (601)
6EF6D2A3 - 41.53 (602)
B589B622 - 15.18 (603)
C1C36C2A - 6.8 (603)
5CA7C62C - 21.24 (604)
0F6F94A9 - 34.69 (606)
5498DC9A - 57.23 (609)
F762D185 - 13.52 (610)
4ED4122E - 26.86 (610)
86EBEF58 - 66.25 (612)
BEBA938B - 44.7 (612)
34F9AF73 - 72.04 (612)
310C0685 - 32.22 (613)
86F0A290 - 44.49 (616)
55A3A9CA - 100.58 (616)
07C6E70E - 7.49 (618)
891FE905 - 24.93 (619)
5A53C513 - 8.42 (620)
A631626E - 58.19 (620)
C43C7FF7 - 45.88 (621)
B13FB5AF - 28.37 (622)
3AACB57F - 13.21 (623)
FEFD0924 - 36.67 (623)
66429D89 - 1.34 (624)
5A129382 - 73.95 (625)
1A5BAA91 - 98.91 (625)
3FCD4257 - 66.65 (627)
4F15D46A - 25.14 (627)
41503BDE - 35.0 (629)
3267CD8F - 34.87 (630)
48CCB5D1 - 67.61 (630)
1A1D02D6 - 39.9 (630)
195D3615 - 98.64 (631)
DBD68BE7 - 89.6 (631)
B6FC565E - 24.09 (631)
3703B451 - 79.58 (634)
A632C879 - 71.88 (635)
B184F3FF - 76.62 (639)
830F32FB - 20.98 (640)
CDF067C4 - 43.43 (642)
CBB9AB11 - 79.5 (644)
3BEFD954 - 79.23 (644)
B6426BFA - 57.92 (646)
8B783575 - 98.46 (647)
D721A6E0 - 12.92 (647)
04B3DD50 - 66.21 (648)
A3124FC9 - 61.54 (648)
A3AF950C - 74.9 (649)
39D3E577 - 40.2 (649)
409AC67C - 49.14 (650)
18D03163 - 94.68 (650)
D79894DF - 19.52 (651)
402EBBDA - 88.61 (651)
85D57B1E - 14.5 (651)
C1B2E741 - 4.06 (653)
DE96C196 - 70.62 (653)
4C8280C5 - 95.51 (655)
251D670C - 81.37 (655)
A0EA7372 - 43.76 (655)
8E844C25 - 64.2 (656)
5BE38B96 - 58.24 (658)
FD80D761 - 54.67 (659)
DB26AA16 - 60.71 (659)
DA2F7E5B - 23.56 (661)
CE4B43C2 - 65.11 (661)
19AAF6AD - 70.89 (663)
B6ED7D92 - 37.03 (664)
900334AF - 92.66 (664)
AAFA4488 - 45.09 (665)
BECA057F - 26.31 (666)
13E08E60 - 34.57 (667)
74A3D69E - 84.06 (668)
BCA3AB6E - 95.21 (670)
06D7D341 - 61.84 (671)
0A8881D4 - 58.27 (674)
CE1A1C99 - 10.79 (674)
BD8B65A6 - 41.19 (675)
2B8869AA - 91.82 (675)
334E8BAB - 10.36 (677)
84CF4A21 - 59.54 (677)
40FAAE0D - 44.98 (678)
D2A806B8 - 71.21 (679)
D32BF91A - 83.49 (679)
D4773FA2 - 64.38 (679)
7670ED33 - 26.55 (680)
83432E93 - 95.57 (680)
D7957C03 - 75.21 (681)
8B4461D0 - 80.89 (681)
F1B5D303 - 91.65 (681)
D573E378 - 55.22 (682)
CF92D21E - 85.2 (686)
F7C3387B - 53.78 (690)
D88C07EC - 57.74 (691)
194B257B - 70.55 (692)
128B0C22 - 71.46 (693)
13BE03BB - 79.12 (696)
DA281B74 - 28.96 (697)
F7AE8038 - 41.14 (699)
EF6631D9 - 80.55 (699)
73AB9F57 - 36.83 (700)
2F770CAB - 71.47 (701)
A7C54F9E - 95.86 (703)
846B7569 - 65.99 (703)
8C48D854 - 65.24 (704)
1D823C6B - 77.22 (705)
E4C5D701 - 21.81 (706)
4A801758 - 61.01 (706)
8C13E1C3 - 50.92 (707)
A7D98973 - 89.65 (708)
AD9A0EA8 - 39.69 (708)
8B173603 - 5.6 (709)
48B8ADC8 - 86.21 (710)
401898E4 - 54.23 (710)
770D976B - 88.88 (713)
7DA3B759 - 20.14 (714)
9936ACF9 - 74.31 (714)
C09A4327 - 64.03 (714)
D93E093C - 8.97 (714)
FDAA6FDD - 7.85 (716)
41F8FE81 - 87.84 (717)
590C0C8E - 62.94 (718)
398B2666 - 52.31 (720)
C1579A6B - 49.69 (726)
F7343850 - 64.09 (728)
28BEDFD1 - 45.82 (729)
24AC5E59 - 18.38 (730)
6C7E1D16 - 66.7 (731)
CF83F744 - 22.2 (731)
CD846DE2 - 70.4 (733)
26BCC6C5 - 39.86 (734)
A0B16675 - 74.44 (734)
AEBDEE57 - 87.18 (738)
B1025AB7 - 29.11 (738)
E7B00C1C - 36.48 (740)
3EFC726E - 3.84 (742)
442B852B - 70.68 (742)
E2354B87 - 66.96 (743)
1D68BF72 - 61.33 (744)
B45B4777 - 32.07 (744)
D7151537 - 28.92 (744)
6F52BF1A - 31.46 (747)
BA3BFEE8 - 30.72 (747)
65DA3BC8 - 17.16 (747)
2D48488B - 11.59 (749)
C56EFB0B - 39.72 (750)
065C3274 - 45.73 (750)
D09857A6 - 27.04 (751)
30037DB8 - 6.7 (751)
2AC84B54 - 23.92 (751)
C122C254 - 30.83 (751)
A8D27861 - 49.41 (752)
49A9F2FB - 93.38 (752)
D1B9C426 - 31.81 (752)
5F63D806 - 4.48 (752)
4D0C3728 - 38.62 (752)
676BE1B8 - 83.31 (753)
D0A86C0A - 99.11 (754)
71EA6E38 - 3.39 (754)
776B39DF - 83.47 (755)
1EBF1089 - 8.85 (756)
9058C62D - 98.18 (757)
1A9E67D1 - 67.51 (757)
65FFA6C5 - 17.37 (759)
09480E82 - 91.95 (760)
E517754C - 16.64 (761)
E31827CE - 30.48 (762)
7D704D83 - 100.07 (762)
F6022F7F - 95.45 (763)
314A41DC - 32.51 (763)
F280B709 - 17.59 (764)
572718FD - 51.81 (765)
DFC71CB2 - 20.17 (765)
B0300951 - 34.47 (766)
7CE5EDE3 - 53.61 (766)
1C32D1D4 - 52.66 (766)
18D63345 - 86.95 (768)
F22D1E9D - 84.06 (769)
0E724D93 - 37.66 (769)
A54F75F0 - 69.46 (770)
EAAF15DD - 36.57 (771)
EB94933E - 55.99 (771)
9EDF5157 - 88.33 (771)
BC1DD93C - 43.2 (771)
77F1BDEB - 60.63 (773)
9EE0BFDB - 98.64 (774)
ED69396E - 7.48 (774)
45B3B71B - 55.9 (776)
C9C0D57E - 71.72 (777)
14BA2F98 - 10.54 (777)
98D3DE2A - 6.18 (778)
DA0D1798 - 61.55 (778)
39EB931E - 10.31 (779)
F40CBDBB - 38.66 (779)
C13D0949 - 78.03 (780)
F1AC5CA2 - 11.52 (780)
DCE8D84D - 100.4 (781)
8C94BF80 - 21.28 (781)
07095EB8 - 73.09 (781)
E38B7F78 - 92.88 (781)
DACBA415 - 37.14 (782)
7D326295 - 90.08 (782)
322E70E7 - 53.11 (782)
E29C3FA2 - 83.51 (783)
CBCFA85E - 77.86 (785)
541F927A - 77.22 (786)
F323ACFC - 89.24 (788)
FA21BB9A - 74.28 (788)
5CF4779A - 76.18 (789)
B6226C97 - 70.84 (789)
091C7AB3 - 58.22 (789)
5EED9477 - 27.52 (791)
4A126836 - 74.48 (791)
75E7AA12 - 21.81 (792)
619F6221 - 2.67 (792)
B457AD65 - 46.84 (793)
D7FED740 - 91.54 (793)
5D655346 - 92.26 (794)
99844D45 - 46.09 (795)
E8CDBCD1 - 68.1 (795)
9C59D2EC - 74.8 (795)
CB90EC76 - 9.81 (796)
CB040491 - 42.78 (797)
B32D42FA - 71.38 (799)
C2979393 - 95.34 (799)
A3F8AAB6 - 63.5 (800)
0BCDE902 - 80.29 (801)
34CA057C - 71.46 (801)
9A834B1F - 79.41 (803)
BDFABCD7 - 84.75 (803)
77ED716F - 62.34 (804)
73E8C1E0 - 48.56 (805)
DBC44F95 - 13.35 (806)
D1718863 - 26.96 (808)
1F38219B - 38.35 (808)
801ED9A1 - 85.44 (809)
B74AE970 - 70.33 (809)
CAED4102 - 55.35 (811)
31BF77AD - 67.1 (811)
CEEF616D - 15.14 (812)
E3DACA19 - 23.31 (812)
622DD6A0 - 36.86 (813)
8D3E0105 - 26.68 (813)
0D9D6D7B - 79.93 (814)
40B68730 - 94.01 (815)
5BDEBF80 - 64.02 (816)
25E3784F - 38.12 (816)
1085880E - 99.97 (816)
84A77A26 - 32.37 (818)
4884CCCE - 64.08 (819)
3068F290 - 20.33 (820)
B23143D6 - 84.32 (822)
8968898B - 87.88 (822)
ECAF6C1E - 93.38 (822)
A3ABEC5B - 6.25 (822)
D000842D - 26.46 (823)
E89753B3 - 61.47 (823)
98F8686A - 6.31 (824)
61379468 - 38.58 (824)
0F11890D - 26.62 (830)
D5F054DC - 92.67 (835)
5D8B7267 - 3.93 (836)
56782256 - 85.93 (837)
99C7D2C8 - 55.69 (840)
D78CAFBD - 73.73 (842)
4F31651B - 89.19 (844)
31D4009A - 75.34 (844)
D868E719 - 2.13 (844)
F7826628 - 93.38 (846)
4DC6756E - 86.46 (847)
B9D0D040 - 8.72 (847)
D5BB3754 - 57.81 (848)
F24C9526 - 97.12 (848)
