sku,productName,category,price,unitsSold,inStock
DD9070A7,Fishing Rod,Sports & Outdoors,14.41,504,true
D8B3FE16,Train Set,Toys & Games,40.87,323,true
E46E0236,Gift Card,Miscellaneous,77.42,708,true
AC548933,Protein Powder,Health & Personal Care,2.36,127,true
8A9E36FF,Swim Goggles,Sports & Outdoors,21.52,444,false
FFE01794,Play-Doh Set,Toys & Games,30.66,692,true
2AB2F37E,Outdoor Playset,Toys & Games,86.69,501,true
D2270DFF,Gift Card,Miscellaneous,75.45,813,true
2C431A1D,Women's Scarf,Clothing,36.21,722,true
915FD7A7,Dollhouse,Toys & Games,47.21,249,true
A0C2B108,Herbal Tea Pack,Food & Grocery,39.37,188,true
8353712F,Gift Card,Miscellaneous,47.29,282,false
A74F96E5,Gift Card,Miscellaneous,76.68,718,true
4A322D03,Drone,Electronics,49.64,865,true
90433291,Electric Toothbrush,Health & Personal Care,62.65,862,true
5AA1D8E1,Gift Card,Miscellaneous,41.81,694,true
04F1502A,Gift Card,Miscellaneous,43.35,993,true
C9DAC4BC,Gift Card,Miscellaneous,54.89,611,true
40FB0B5A,Whole Grain Pasta,Food & Grocery,62.94,676,true
346F3792,Noise-Cancelling Earbuds,Electronics,88.56,507,true
965DB06E,Gift Card,Miscellaneous,73.21,359,true
19FAC96C,Whole Grain Pasta,Food & Grocery,13.50,771,true
35D94F1B,Nail Care Kit,Health & Personal Care,75.07,109,true
85DB84A9,Slow Cooker,Home & Kitchen,31.50,931,false
D009BC5F,Essential Oil Diffuser,Health & Personal Care,100.64,969,true
05576A3C,Gift Card,Miscellaneous,61.76,471,true
95BFA77F,Train Set,Toys & Games,19.55,166,true
E233144A,Fantasy Novel,Books,99.40,558,true
37D74A9D,Lip Balm Set,Health & Personal Care,41.03,462,false
4EDB107E,Shampoo & Conditioner,Health & Personal Care,52.43,247,true
75965098,Educational Toy,Toys & Games,92.54,952,true
A5683080,Classic Literature,Books,80.23,764,false
C25787E6,Yoga Mat,Sports & Outdoors,73.05,52,true
7180CD22,Foam Roller,Health & Personal Care,40.42,195,false
2EE36425,Electric Kettle,Home & Kitchen,69.12,105,true
5B5D2D79,Electric Can Opener,Home & Kitchen,17.22,525,true
BEF80FB1,Digital Camera,Electronics,85.97,371,true
BC26D1B0,Electric Wine Opener,Home & Kitchen,11.62,822,true
98B993DC,Gift Card,Miscellaneous,30.20,536,true
4D442DFE,Treadmill,Sports & Outdoors,74.20,416,true
643A674F,Boxing Gloves,Sports & Outdoors,14.99,368,true
64DBFEBE,Men's Leather Jacket,Clothing,79.70,729,false
656F390B,Tablet,Electronics,83.64,558,true
75788C6A,Water Purifier,Home & Kitchen,40.06,811,true
9C28BF78,Science Fiction Book,Books,87.68,474,false
76FBB3BF,Massage Gun,Health & Personal Care,5.66,579,true
E39C2306,Science Book,Books,84.37,731,true
D59A6759,Men's Casual Shirt,Clothing,36.47,197,true
070267B5,Food Dehydrator,Home & Kitchen,60.68,387,true
ABFC6D47,Stand Mixer,Home & Kitchen,56.23,442,false
53B7DCFC,Stuffed Animal,Toys & Games,99.16,422,true
5DED74F5,Slime Making Kit,Toys & Games,80.85,727,true
C4FA3CA9,Digital Camera,Electronics,68.21,795,true
61F8B27F,Gift Card,Miscellaneous,92.33,117,true
BF17A2CB,Electric Wine Opener,Home & Kitchen,26.08,612,false
89143227,Kids' T-Shirt,Clothing,13.24,252,false
4E464A84,Thriller Novel,Books,44.56,997,true
43ED50BE,Fitness Tracker,Electronics,98.68,683,true
B36F2016,Ice Cream Maker,Home & Kitchen,58.77,423,true
087777F0,Avocado Oil,Food & Grocery,1.05,826,true
56B20B11,Sous Vide Cooker,Home & Kitchen,30.76,350,true
9EDD3D15,Facial Cleanser,Health & Personal Care,91.52,362,true
253321A1,Noise-Cancelling Earbuds,Electronics,83.02,748,true
BBEFEF5D,Spirulina Powder,Food & Grocery,3.60,35,true
023FF08B,Gift Card,Miscellaneous,9.51,115,true
30D2B074,Drone,Electronics,82.09,990,true
A9DDCB23,Gift Card,Miscellaneous,88.48,798,false
50D6E716,Gift Card,Miscellaneous,55.71,157,true
191636A6,Avocado Oil,Food & Grocery,26.02,781,true
7C7E3F9C,Play-Doh Set,Toys & Games,20.72,468,true
E787B6BE,Gift Card,Miscellaneous,27.17,498,true
1ED21D78,Sleep Mask,Health & Personal Care,61.87,245,true
026AC995,Exercise Bike,Sports & Outdoors,63.86,620,true
46101D5A,Almond Milk,Food & Grocery,44.85,979,true
B5046460,Gift Card,Miscellaneous,2.83,209,true
F7E91003,Graphic Novel,Books,48.40,106,true
B3E17EAC,Stainless Steel Cookware Set,Home & Kitchen,76.69,812,true
A511E268,Boxing Gloves,Sports & Outdoors,6.47,197,true
9BC5FC5D,External Hard Drive,Electronics,63.41,335,true
4FB01FF6,Rice Cooker,Home & Kitchen,23.41,571,true
3FDA73F7,Lip Balm Set,Health & Personal Care,85.29,43,true
13A5A157,Yoga Blocks,Health & Personal Care,1.24,78,true
C5EAF7C6,Science Fiction Book,Books,79.11,686,true
A9D9A6F2,Ice Cream Maker,Home & Kitchen,84.68,326,true
8B90DA9A,Yoga Mat,Sports & Outdoors,94.16,405,true
5AFD16AF,Electric Skillet,Home & Kitchen,70.40,794,true
0F3B1283,Tennis Racket,Sports & Outdoors,59.76,670,true
790C7530,Massage Gun,Health & Personal Care,40.08,187,true
62F8F3B4,Gift Card,Miscellaneous,84.81,477,true
1AD0773B,Cookbook,Books,82.06,326,true
45A4D24F,Tennis Racket,Sports & Outdoors,95.43,932,false
668A8D61,Yoga Mat,Sports & Outdoors,39.09,57,false
D7D27B36,Gift Card,Miscellaneous,74.91,62,false
EA9EBF23,Women's Winter Jacket,Clothing,8.89,952,true
166227F2,Fantasy Novel,Books,2.38,961,true
82C01AF7,Exercise Bike,Sports & Outdoors,78.21,799,false
44B3692B,Blender,Home & Kitchen,10.15,577,true
C56F30BB,Dark Chocolate Bar,Food & Grocery,51.09,959,true
255C7B19,Bluetooth Speaker,Electronics,43.01,955,true
D4D3C523,Drone,Electronics,93.82,307,true
016F9774,Exercise Bike,Sports & Outdoors,60.49,418,true
C61A5A28,Gift Card,Miscellaneous,56.21,454,false
B37C72B7,Gift Card,Miscellaneous,73.74,833,true
7A22F972,Dollhouse,Toys & Games,33.83,497,true
E19647F9,Gift Card,Miscellaneous,22.70,156,true
2A2C2EC7,Science Book,Books,18.02,174,true
89FB0F01,Women's Winter Jacket,Clothing,18.50,19,false
0900FD9D,Stainless Steel Cookware Set,Home & Kitchen,68.67,952,true
0A128C0A,Gift Card,Miscellaneous,54.17,350,true
B9F14ABE,Facial Cleanser,Health & Personal Care,68.79,421,true
3652BF34,Granola Cereal,Food & Grocery,98.01,44,true
16800A19,Hemp Seeds,Food & Grocery,16.19,559,true
EF2A314B,Treadmill,Sports & Outdoors,5.37,965,false
B34EFB17,Soccer Ball,Sports & Outdoors,34.68,720,true
14F2DE88,Gift Card,Miscellaneous,89.47,234,true
E9A71FD2,Magic Kit,Toys & Games,97.04,896,true
9FA32A58,Gift Card,Miscellaneous,44.56,801,true
C4D45701,Toaster,Home & Kitchen,55.24,698,true
4E4FF43D,Bluetooth Speaker,Electronics,3.82,681,true
59E6846B,Wireless Charger,Electronics,67.28,143,true
DFB4C035,Gift Card,Miscellaneous,79.51,636,true
E525F778,Rice Cooker,Home & Kitchen,73.73,167,false
AF2608AC,Gift Card,Miscellaneous,26.52,801,true
3F5B7349,Pressure Cooker,Home & Kitchen,35.43,238,true
BE5DD2C0,Gift Card,Miscellaneous,66.15,994,false
B93550E0,Action Figure,Toys & Games,23.88,305,true
C93D63D7,Golf Clubs,Sports & Outdoors,43.48,403,true
28CACEDE,Bath Bombs Set,Health & Personal Care,12.28,14,true
F4B6FE04,Foam Roller,Health & Personal Care,21.28,774,true
1BB4681E,Men's Formal Suit,Clothing,27.03,358,false
22AEEBC8,Gift Card,Miscellaneous,83.48,629,true
1F84C318,Finger Paint Set,Toys & Games,25.24,947,true
7BECC6FD,Poetry Collection,Books,64.16,904,true
00003613,Electric Wine Opener,Home & Kitchen,57.97,354,true
EB5617D9,Video Game,Toys & Games,81.77,934,false
3999550B,Gaming Console,Electronics,27.29,121,false
C9581332,Sunscreen Lotion,Health & Personal Care,54.85,895,false
267C6BBE,Dried Fruit Mix,Food & Grocery,67.48,516,true
93C7AD29,Drone,Electronics,17.37,960,true
F876AFED,Smartphone,Electronics,54.86,244,true
5E4F4389,Milk Frother,Home & Kitchen,75.22,264,true
AF71A137,Jump Rope,Sports & Outdoors,20.73,991,true
6CF318E2,Hiking Backpack,Sports & Outdoors,10.72,673,true
2708A71C,Hair Dryer,Health & Personal Care,4.19,896,true
C6D64513,Exercise Bike,Sports & Outdoors,15.06,560,false
644BE7DF,Bee Pollen,Food & Grocery,40.20,313,true
7181EF74,Hemp Seeds,Food & Grocery,43.52,915,true
4A4957F7,Thriller Novel,Books,73.71,599,true
A9DC1C56,Art Book,Books,44.78,148,false
A639E0FA,Water Gun,Toys & Games,35.68,992,true
F9964DDB,Wireless Headphones,Electronics,26.19,18,true
F8E2F7C8,Vacuum Cleaner,Home & Kitchen,6.16,56,true
FB52BD87,Slow Cooker,Home & Kitchen,13.77,282,true
6EC9A9ED,Art & Craft Kit,Toys & Games,58.35,640,true
73F667B9,Gift Card,Miscellaneous,9.81,175,true
DF9C7CB9,Electric Skillet,Home & Kitchen,77.50,383,false
D1D32E09,Educational Toy,Toys & Games,32.93,279,true
EAC2064B,Stand Mixer,Home & Kitchen,41.19,9,false
FFA0422F,Remote Control Car,Toys & Games,35.25,145,true
13AB8989,Electric Toothbrush,Health & Personal Care,89.85,283,true
A8099383,Action Figure,Toys & Games,18.29,17,true
933436F5,Building Blocks Set,Toys & Games,24.49,707,true
90B0D65A,Hair Dryer,Health & Personal Care,60.73,551,true
460236EE,Soccer Ball,Sports & Outdoors,88.48,290,true
93734316,Men's Running Shoes,Clothing,82.83,599,true
9A9AA33D,Dried Fruit Mix,Food & Grocery,11.43,571,true
90148724,Sleep Mask,Health & Personal Care,17.91,7,true
62587A86,Fishing Rod,Sports & Outdoors,27.88,621,true
B4B30863,Noise-Cancelling Earbuds,Electronics,64.87,132,true
3CC85E3E,Children's Book,Books,89.36,910,true
9B50E2E4,Kids' Jeans,Clothing,93.55,307,false
FBCDA474,Dried Fruit Mix,Food & Grocery,71.91,156,true
7D979290,Hair Straightener,Health & Personal Care,64.84,249,true
5E4863A1,E-Reader,Electronics,62.93,706,true
662851C8,E-Reader,Electronics,21.51,863,true
DE680F8B,Mystery Novel,Books,92.93,656,true
94BA5728,Wireless Charger,Electronics,83.15,332,true
65A780F6,Kombucha Drink,Food & Grocery,23.81,715,true
AC12E16F,Vacuum Cleaner,Home & Kitchen,49.49,272,true
0C917DD9,Outdoor Playset,Toys & Games,58.15,477,true
BE37639B,Yogurt Maker,Home & Kitchen,86.14,790,true
E2B4160F,Hiking Backpack,Sports & Outdoors,11.81,910,true
A1022570,Rollerblades,Sports & Outdoors,27.87,722,true
568F9AB5,Gift Card,Miscellaneous,38.24,867,true
805FFCD5,Kayak,Sports & Outdoors,32.80,286,true
90D0E570,Tablet,Electronics,60.80,838,true
C8EFBD5B,Women's Winter Jacket,Clothing,55.75,278,true
EB1C36B4,Jump Rope,Sports & Outdoors,39.16,849,true
681ED185,Men's Raincoat,Clothing,51.52,315,true
C4849CE5,Gluten-Free Bread,Food & Grocery,85.38,279,true
84AFFBE3,Vitamin C Supplement,Health & Personal Care,39.49,185,true
7D98F64E,Spirulina Powder,Food & Grocery,66.67,876,true
258794EB,Organic Popcorn,Food & Grocery,73.32,875,true
FCD3C86C,Poetry Collection,Books,51.16,724,true
B71197CE,Smartwatch,Electronics,9.91,540,true
5108F8EB,Kombucha Drink,Food & Grocery,85.00,881,true
09681A8F,Vegan Protein Bars,Food & Grocery,40.37,347,true
B32DB7EB,Gift Card,Miscellaneous,71.96,153,true
5681B2B1,Dried Fruit Mix,Food & Grocery,35.84,651,true
DF34217A,Slow Cooker,Home & Kitchen,71.98,285,true
9D9D6513,Gift Card,Miscellaneous,23.89,938,true
B7CFA490,Vitamin C Supplement,Health & Personal Care,92.02,818,true
C6CE40E0,Fitness Tracker,Electronics,19.09,173,true
EB6BFC48,Board Game,Toys & Games,56.68,351,true
0944D7BB,Quinoa Pack,Food & Grocery,75.67,630,true
FB2620B7,Puzzle Game,Toys & Games,62.61,981,true
30A19F52,Yo-Yo,Toys & Games,97.68,671,true
187A2DFE,Gift Card,Miscellaneous,43.82,558,true
67E36AD3,Smartwatch,Electronics,57.28,416,true
8B388A9A,Boxing Gloves,Sports & Outdoors,14.54,918,false
2271AE18,Quinoa Pack,Food & Grocery,12.95,962,true
CAC902DB,Coconut Water,Food & Grocery,41.57,467,true
C15A9F76,Cacao Nibs,Food & Grocery,72.02,231,false
CB50D9E5,Basketball,Sports & Outdoors,13.46,679,false
171B3EAE,Gaming Console,Electronics,28.66,160,true
950A646C,Smartphone,Electronics,62.54,407,true
B2550B3D,Yogurt Maker,Home & Kitchen,34.35,437,true
36A1F538,Kite,Toys & Games,23.40,350,true
FC4A41E8,Gift Card,Miscellaneous,18.95,64,true
CE4E4494,Men's Casual Shirt,Clothing,35.25,781,true
81C6897F,Water Purifier,Home & Kitchen,47.76,212,true
9A8F2F85,Musical Instrument Toy,Toys & Games,58.91,320,true
57019C93,Sleep Mask,Health & Personal Care,84.79,143,true
A209C3D7,Cold-Pressed Juice,Food & Grocery,83.09,576,true
D115A647,Men's Running Shoes,Clothing,24.90,807,true
A4032AEC,Cookbook,Books,23.75,603,true
32DFC415,Kids' Jeans,Clothing,46.51,147,true
2A71C2BA,Gift Card,Miscellaneous,73.13,391,false
5C08F6B2,Vitamin C Supplement,Health & Personal Care,67.77,829,true
F3D990B1,Thriller Novel,Books,17.00,721,true
E4CDE625,Hiking Backpack,Sports & Outdoors,62.49,32,false
D4BEC41B,Business Book,Books,78.45,847,true
217F8996,Gift Card,Miscellaneous,32.75,489,true
AE74FEF5,Musical Instrument Toy,Toys & Games,72.14,397,true
53E21896,Kids' Sneakers,Clothing,50.40,87,true
7D4DCA99,Tennis Racket,Sports & Outdoors,17.59,711,true
EAADE9E2,Kids' Sneakers,Clothing,66.82,991,true
C1B70875,Puzzle Game,Toys & Games,87.31,254,true
7AA6E797,Gift Card,Miscellaneous,78.72,830,false
E341FDD0,Hemp Seeds,Food & Grocery,50.39,313,true
8192EA91,Hair Dryer,Health & Personal Care,26.45,797,false
24B1FCF7,Kombucha Drink,Food & Grocery,89.38,123,true
F41D07D9,Men's Leather Jacket,Clothing,97.95,638,true
821AA209,4K TV,Electronics,94.32,502,true
A48C9A67,Gift Card,Miscellaneous,90.29,773,true
32723966,Running Shoes,Sports & Outdoors,71.06,506,true
FD90E54C,Noise-Cancelling Earbuds,Electronics,54.34,496,true
5AC891D8,Women's Handbag,Clothing,20.74,915,true
9F581AEA,Gift Card,Miscellaneous,21.30,191,true
226176E0,Tennis Racket,Sports & Outdoors,29.17,223,true
6433FA53,Art & Craft Kit,Toys & Games,66.38,789,true
E6C63717,Kids' Sneakers,Clothing,54.64,250,false
FF7A897E,Kids' Hat,Clothing,10.08,417,true
AFB8D24E,4K TV,Electronics,98.90,10,true
6E823CB6,Gift Card,Miscellaneous,76.08,531,true
A4EDD17E,Running Shoes,Sports & Outdoors,23.57,6,false
8865DFAF,Vacuum Cleaner,Home & Kitchen,2.57,280,true
810A98B9,Hiking Backpack,Sports & Outdoors,17.64,969,true
6FA15B29,Yoga Mat,Sports & Outdoors,86.01,910,true
A1594ACE,Art & Craft Kit,Toys & Games,72.82,49,true
C467305C,Men's Running Shoes,Clothing,35.63,378,false
B74AB6F2,4K TV,Electronics,44.85,903,true
5821F1A5,Deep Fryer,Home & Kitchen,75.55,28,true
C1AFCF59,Art & Craft Kit,Toys & Games,29.35,430,false
BE1EC26F,Self-Improvement Book,Books,5.57,357,true
38EF7D3B,Hair Dryer,Health & Personal Care,14.11,949,true
68CCB95F,Vegan Protein Bars,Food & Grocery,27.90,104,true
E377C741,Electric Skillet,Home & Kitchen,44.50,225,true
806F7359,Dumbbell Set,Sports & Outdoors,42.22,225,false
0E265767,Yoga Blocks,Health & Personal Care,19.54,624,true
E871F7AF,Men's Raincoat,Clothing,67.54,343,true
CBFFE351,Women's Sneakers,Clothing,52.70,492,true
FCF1BE0A,Rice Cooker,Home & Kitchen,97.13,895,true
F33DAA42,Video Game,Toys & Games,28.91,10,true
43FD071A,Remote Control Car,Toys & Games,96.28,275,true
E5F7C96D,Photography Book,Books,19.39,635,true
A42842AB,Electric Kettle,Home & Kitchen,79.16,183,true
7452591C,Play-Doh Set,Toys & Games,12.61,111,true
AA9C2616,Acai Powder,Food & Grocery,7.34,581,false
BD8CA73F,Classic Literature,Books,98.35,912,false
66E48450,Gift Card,Miscellaneous,91.33,220,true
1F7FDA88,Natural Peanut Butter,Food & Grocery,98.59,479,false
511BA141,Cycling Helmet,Sports & Outdoors,13.73,285,false
93322B62,Treadmill,Sports & Outdoors,65.08,178,false
9F30EBFA,Puzzle Game,Toys & Games,28.36,913,true
C991B7FF,Women's Summer Dress,Clothing,30.80,485,true
B4252034,Classic Literature,Books,34.08,960,true
680ED04C,Gift Card,Miscellaneous,92.55,244,true
987052DF,4K TV,Electronics,68.79,890,false
E8A00E16,Digital Camera,Electronics,14.84,945,true
25617872,Yoga Mat,Sports & Outdoors,50.78,684,true
2A2D18CC,Smartwatch,Electronics,32.54,255,true
FF9F33CD,Video Game,Toys & Games,96.79,156,true
A542C0C8,Protein Powder,Health & Personal Care,57.90,69,true
B41B5E77,Quinoa Pack,Food & Grocery,74.21,133,true
58496A54,Gift Card,Miscellaneous,58.08,751,true
0CBCBCB1,Chia Seeds,Food & Grocery,30.56,21,true
3A5E921E,Foam Roller,Health & Personal Care,7.31,286,true
55BC2A41,Train Set,Toys & Games,73.46,141,true
E781CF79,Organic Almonds,Food & Grocery,51.75,971,true
A942F081,External Hard Drive,Electronics,8.28,643,true
B1CE89E5,Men's Raincoat,Clothing,17.50,24,true
E6A863A1,Kayak,Sports & Outdoors,83.27,839,false
D2381DA4,Lip Balm Set,Health & Personal Care,45.60,961,false
481CB108,Travel Guide,Books,20.74,378,true
13FEE05B,Sunscreen Lotion,Health & Personal Care,10.54,482,true
151AE7D3,Gift Card,Miscellaneous,64.82,792,false
B47AC2E1,Finger Paint Set,Toys & Games,29.86,383,false
470E066D,Kids' Hat,Clothing,41.98,389,true
F5DFE2A2,Refrigerator,Home & Kitchen,38.32,347,false
E9E446FD,Gift Card,Miscellaneous,14.32,68,true
78268EFE,Shampoo & Conditioner,Health & Personal Care,13.80,795,true
8102BFF1,Smartphone,Electronics,64.72,599,false
AF4CBE9E,Blender,Home & Kitchen,56.50,314,true
43CB7535,Yogurt Maker,Home & Kitchen,53.02,280,true
65A25F38,Men's Casual Shirt,Clothing,57.68,261,true
03396ED4,Play-Doh Set,Toys & Games,40.96,793,false
070DCE6F,Cacao Nibs,Food & Grocery,65.03,267,true
3DBEA549,Kids' Hat,Clothing,11.43,91,true
8C75F849,External Hard Drive,Electronics,14.31,404,true
5AB59A6D,Gift Card,Miscellaneous,90.99,937,true
591C6BEE,Dried Fruit Mix,Food & Grocery,11.95,536,true
036C2A54,Men's Formal Suit,Clothing,27.56,423,false
57660895,Snowboard,Sports & Outdoors,32.04,63,false
A7BCB01B,Video Game,Toys & Games,66.48,382,false
A78523D0,Gift Card,Miscellaneous,76.55,969,true
90143916,Maca Root Powder,Food & Grocery,1.33,646,true
6D6BE4D7,Poetry Collection,Books,30.60,492,true
CD4F5D64,Chia Seeds,Food & Grocery,10.72,919,false
99D7FA47,Young Adult Novel,Books,43.73,647,true
1F9B3D0E,Gift Card,Miscellaneous,33.01,983,true
866B1CCF,Wireless Charger,Electronics,55.15,561,false
7213B75F,Yoga Blocks,Health & Personal Care,1.24,119,true
6BE94252,Electric Can Opener,Home & Kitchen,86.29,626,true
EB0E886A,Food Processor,Home & Kitchen,36.43,443,true
F5DC9803,Gift Card,Miscellaneous,88.67,926,true
C49FC076,Lip Balm Set,Health & Personal Care,60.73,702,true
808C52B8,Maca Root Powder,Food & Grocery,29.58,451,true
967D6DEB,Gift Card,Miscellaneous,2.09,982,true
A55ED63B,Turmeric Powder,Food & Grocery,40.92,82,true
DC2F5317,E-Reader,Electronics,59.28,243,true
B79C48E2,Bluetooth Speaker,Electronics,84.14,768,true
A7E7267A,Musical Instrument Toy,Toys & Games,28.83,412,true
E425F2C3,Gift Card,Miscellaneous,44.13,589,true
B7B8D4C7,Protein Powder,Health & Personal Care,96.60,455,true
E1171088,Refrigerator,Home & Kitchen,44.19,192,true
F56D30E8,Gift Card,Miscellaneous,28.29,869,true
72DCCD8E,Gift Card,Miscellaneous,5.30,836,true
30042D19,Slime Making Kit,Toys & Games,27.38,802,true
AC1DB5DE,Kite,Toys & Games,20.94,121,true
28D1319B,Electric Griddle,Home & Kitchen,2.05,70,true
D593109C,Women's Sneakers,Clothing,42.94,377,true
9F90E64B,Women's Handbag,Clothing,75.25,963,true
A8303692,Tennis Racket,Sports & Outdoors,76.53,537,true
13B633DA,Gift Card,Miscellaneous,11.10,651,true
62AAFF55,Skateboard,Sports & Outdoors,90.95,965,true
F822E6E3,Electric Razor,Health & Personal Care,50.35,275,false
640BBFFA,Women's Scarf,Clothing,25.76,629,true
E6B13AB7,Poetry Collection,Books,53.38,81,true
C4475BB6,Classic Literature,Books,83.41,876,true
004B496F,Gift Card,Miscellaneous,23.77,122,true
C66FD3ED,Nail Care Kit,Health & Personal Care,28.42,707,true
7FDF8E4C,Yo-Yo,Toys & Games,82.09,601,true
30D45CE3,Kids' T-Shirt,Clothing,26.94,1000,true
81195352,Deep Fryer,Home & Kitchen,71.15,853,false
0D225CEA,Hair Dryer,Health & Personal Care,73.28,772,true
4F9D2235,Maca Root Powder,Food & Grocery,84.14,164,false
41C1E043,Smartphone,Electronics,8.21,315,true
E51E9833,Gift Card,Miscellaneous,2.59,157,false
BF83231C,Dollhouse,Toys & Games,72.44,262,true
C4C5EE29,Men's Leather Jacket,Clothing,45.13,938,true
36007907,Men's Casual Shirt,Clothing,9.26,939,false
BDDAAAE1,Refrigerator,Home & Kitchen,20.74,775,true
A160E049,Electric Wine Opener,Home & Kitchen,31.98,338,true
9540AB45,Finger Paint Set,Toys & Games,45.25,2,true
759F3148,Vitamin C Supplement,Health & Personal Care,54.33,829,true
5C6B0564,Smartwatch,Electronics,2.87,266,false
7959C873,Smartwatch,Electronics,24.96,774,true
F457D60B,Art & Craft Kit,Toys & Games,34.57,756,false
65D2E14E,Nail Care Kit,Health & Personal Care,41.45,542,true
27806C92,Nail Care Kit,Health & Personal Care,31.07,306,false
11EB7850,Gift Card,Miscellaneous,1.27,293,true
B290D835,Wireless Headphones,Electronics,23.04,73,true
C52A7F9E,Unisex Hoodie,Clothing,78.87,433,true
EBDC1054,Golf Clubs,Sports & Outdoors,29.68,204,true
E7644902,Gift Card,Miscellaneous,81.62,157,true
1B8E57F1,Sous Vide Cooker,Home & Kitchen,44.25,264,true
55405623,Bluetooth Speaker,Electronics,77.20,679,true
80C383C7,Electric Can Opener,Home & Kitchen,60.85,488,true
A3668B01,Poetry Collection,Books,90.44,913,true
8B98430B,E-Reader,Electronics,19.17,330,true
6ECC7674,Chia Seeds,Food & Grocery,52.01,589,false
20D4E2FA,Lip Balm Set,Health & Personal Care,8.58,248,true
1070F23D,Digital Camera,Electronics,81.25,277,false
989AF2EF,Boxing Gloves,Sports & Outdoors,30.94,650,true
D53EDF8B,Fantasy Novel,Books,7.30,372,true
ACD6B8D8,Exercise Bike,Sports & Outdoors,33.40,557,true
95E912AE,Waffle Maker,Home & Kitchen,63.69,397,true
DDD3D8DA,Electric Razor,Health & Personal Care,75.70,188,true
DB14065A,Shampoo & Conditioner,Health & Personal Care,76.59,151,true
CC0911AF,Dried Fruit Mix,Food & Grocery,34.96,185,true
7AC76E5E,Educational Toy,Toys & Games,2.28,127,true
7C0B3DEE,Dishwasher,Home & Kitchen,30.48,33,true
F3F0499C,Lip Balm Set,Health & Personal Care,2.39,578,false
B212CA10,Fantasy Novel,Books,24.26,770,false
8E5883D7,Health & Wellness Book,Books,15.47,209,true
2671A142,Gift Card,Miscellaneous,94.40,622,true
F8CDA22A,Dollhouse,Toys & Games,47.76,686,true
E64FD17C,Men's Leather Jacket,Clothing,88.57,540,true
C826BFD0,Train Set,Toys & Games,88.44,166,true
62D63D83,Women's Winter Jacket,Clothing,7.08,934,true
7944820A,Dumbbell Set,Sports & Outdoors,85.91,732,true
BE22C216,Electric Skillet,Home & Kitchen,19.39,250,true
6E2FFE37,Cacao Nibs,Food & Grocery,71.90,478,true
5CE1D5AC,Historical Fiction,Books,22.79,742,true
AD99FA6F,Bee Pollen,Food & Grocery,79.94,374,true
0EA49227,Men's Formal Suit,Clothing,5.72,582,true
BD4C6762,Science Fiction Book,Books,13.69,888,true
72AE0466,Electric Can Opener,Home & Kitchen,1.89,333,true
20722BB6,Women's Winter Jacket,Clothing,5.17,487,true
270A5D97,Finger Paint Set,Toys & Games,48.91,647,true
CF256A4F,Men's Formal Suit,Clothing,60.20,690,true
4229F6B1,Kayak,Sports & Outdoors,18.59,633,true
BF56A3DA,Bath Bombs Set,Health & Personal Care,28.53,180,true
61C959F3,Hiking Backpack,Sports & Outdoors,91.21,382,true
BBEE9BE3,Health & Wellness Book,Books,73.54,479,true
