sku,productName,category,price,unitsSold,inStock
1DB1BBC8,Women's Winter Jacket,Clothing,11.69,291,true
A0D7ABE9,Electric Skillet,Home & Kitchen,44.10,95,true
7B7B5ACE,Exercise Bike,Sports & Outdoors,60.44,144,false
5BB403AC,Art Book,Books,62.15,425,true
DA946F90,Exercise Bike,Sports & Outdoors,23.29,992,true
1643FC3C,Noise-Cancelling Earbuds,Electronics,39.45,722,true
3AC0E7F6,Board Game,Toys & Games,10.24,515,true
B792406F,Almond Milk,Food & Grocery,41.85,437,true
C5C486D4,Men's Formal Suit,Clothing,2.46,69,true
3599C81F,Chia Seeds,Food & Grocery,6.79,84,true
E110DA71,Educational Toy,Toys & Games,99.92,727,true
4E68B30D,Exercise Bike,Sports & Outdoors,18.89,565,true
CF9A7177,Turmeric Powder,Food & Grocery,58.55,515,false
3D04A488,Kids' Hat,Clothing,1.14,476,true
562C5C15,Food Dehydrator,Home & Kitchen,47.18,125,true
13368F24,Lip Balm Set,Health & Personal Care,7.58,216,true
3A29CEA1,Avocado Oil,Food & Grocery,43.75,538,false
29FFAF47,Water Purifier,Home & Kitchen,42.09,30,true
0737DA48,Exercise Bike,Sports & Outdoors,67.69,917,true
90FC3DBF,Smartphone,Electronics,56.12,985,true
163504D4,Juicer,Home & Kitchen,52.44,361,true
6752DCB9,Gift Card,Miscellaneous,82.61,825,true
818B3A81,Gift Card,Miscellaneous,39.23,505,true
6617314E,Gift Card,Miscellaneous,29.82,619,true
62B7624E,Sunflower Seeds,Food & Grocery,81.04,452,true
04CABB32,Pressure Cooker,Home & Kitchen,72.88,986,true
94F42D10,Gift Card,Miscellaneous,44.83,475,true
494CAEDD,Shampoo & Conditioner,Health & Personal Care,67.82,427,true
34E78E2D,Kids' Jeans,Clothing,51.74,355,true
93CE8BDB,Kite,Toys & Games,13.93,366,true
6B1FC581,Gift Card,Miscellaneous,79.58,272,true
6F5D213E,Kids' Hat,Clothing,61.57,462,true
EB075AF3,Quinoa Pack,Food & Grocery,87.75,895,true
E4C726AD,Travel Guide,Books,79.73,54,true
2BD5C733,Self-Improvement Book,Books,69.02,124,true
2A4833A3,4K TV,Electronics,64.87,52,true
4FDB47E9,Food Processor,Home & Kitchen,48.37,617,true
EB9ACF07,Kids' Hat,Clothing,64.09,675,true
